Unnamed: 0,PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,predicted_usefulness,is_useful,comments,food,chem_ent_ratio,chemicals,bigram_score,chem_term_count
7,30466367,"Levels of lead (Pb), cadmium (Cd), arsenic (As), and mercury (Hg) were evaluated in 359 samples of commonly consumed spices (cinnamon, parsley, basil, oregano, coriander seed, nutmeg, cumin, bay leaf, fenugreek, rosemary, thyme, fennel, sage, clove, marjoram, tarragon, caraway, dill seed, pepper, and turmeric) from the market in the Republic of Korea. The content of Pb, Cd, and As was assessed by acid wet digestion using a microwave oven and inductively coupled plasma mass spectrometry (ICP-MS). The content of Hg was analysed using a direct mercury analyzer (DMA). Pb, Cd, As, and Hg mean content in spices ranged from 0.039-0.972 mg kg","Food additives & contaminants. Part B, Surveillance","['D001151', 'D002104', 'D005506', 'D019686', 'D007854', 'D013058', 'D008628', 'D019216', 'D056910', 'D017365']","['Arsenic', 'Cadmium', 'Food Contamination', 'Lamiaceae', 'Lead', 'Mass Spectrometry', 'Mercury', 'Metals, Heavy', 'Republic of Korea', 'Spices']",Heavy metals in spices commonly consumed in Republic of Korea.,"['Q000032', 'Q000032', 'Q000032', 'Q000737', 'Q000032', 'Q000379', 'Q000032', 'Q000032', None, 'Q000032']","['analysis', 'analysis', 'analysis', 'chemistry', 'analysis', 'methods', 'analysis', 'analysis', None, 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/30466367,2019,0,0,Heavy metals,basil,0.3469387755102041,"['mercury', 'oregano', 'Cd', 'rosemary, thyme, fennel', 'arsenic', 'acid', 'cumin', 'fenugreek', 'clove', 'nutmeg', 'cadmium', 'cinnamon', 'DMA', 'Pb']",1,17
8,30105074,"Total and inorganic arsenic contents in ten commonly consumed Thai herbs, namely, bird's eye chili, cayenne pepper, celery, garlic, holy basil, kitchen mint, lemongrass, pepper, shallot, and sweet basil, were determined using atomic absorption spectrometry coupled with a hydride generation system (HG-AAS). Total arsenic contents in fresh herbs and lyophilized herbs ranged from 3.39 to 119 ng/g wet weight (wet wt) and from 41.0 to 156 ng/g dry weight (dry wt), respectively. Inorganic arsenic contents in fresh herbs and lyophilized herbs ranged from 2.09 to 26.9 ng/g (wet wt) and from 23.5 to 55.5 ng/g (dry wt), respectively. Percentages of inorganic arsenic to total arsenic in herbs ranged from 22.7 to 62.0%. High percentages of inorganic arsenic to total arsenic were found in celery, lemongrass and sweet basil. Total arsenic contents in the studied herbs were lower than the maximum limits of Thai and Chinese regulatory standards, set at 2,000 ng/g in foods (excluding aquatic animals and seafood) and 500 ng/g in fresh vegetables, respectively. Total and inorganic arsenic contents in the studied herbs were comparable to or lower than the levels found in other studies in the EU and China. Lifetime average daily dose (LADD) and cancer risk (CR) of inorganic arsenic exposure to commonly consumed herbs were evaluated using probabilistic risk assessment (PRA) by @RISK software version 6.0 of Palisade cooperation. All calculated LADD and CR values from all herbs did not exceed the acceptable levels. It can be concluded that there were very low cancer risks of inorganic arsenic exposure from the consumption of the studied herbs.",Evidence-based complementary and alternative medicine : eCAM,[],[],Probabilistic Risk Assessment of Inorganic Arsenic via Consumption of Herbs Collected in Thailand.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/30105074,2019,0,0,Arsenic,basil,0.09302325581395349,"['arsenic contents', 'inorganic arsenic', 'arsenic']",1,8
9,29772944,The aim of research was to study the content of amino acids using in extracts of ,Natural product research,"['D000596', 'D031211', 'D031312', 'D057927', 'D018649', 'D010936', 'D018515', 'D053719']","['Amino Acids', 'Corylus', 'Fumaria', 'Hydrophobic and Hydrophilic Interactions', 'Ocimum basilicum', 'Plant Extracts', 'Plant Leaves', 'Tandem Mass Spectrometry']",Hilic MS/MS determination of amino acids in herbs of ,"['Q000032', 'Q000737', 'Q000737', None, 'Q000737', 'Q000032', 'Q000737', 'Q000379']","['analysis', 'chemistry', 'chemistry', None, 'chemistry', 'analysis', 'chemistry', 'methods']",https://www.ncbi.nlm.nih.gov/pubmed/29772944,2019,0,1,"Incomplete abstract, based on mesh terms",basil,0.25,['amino acids'],1,1
11,29024882,"Quantitative elemental mapping of metallic pollutants in sweet basil was studied by laser ablation (LA)-ICP-MS. For this, the sweet basil was cultivated in Hoagland nutrient solution spiked with 100 and 1000 ng mL",Chemosphere,"['D002586', 'D002588', 'D004602', 'D005502', 'D013058', 'D018649', 'D018515']","['Cesium', 'Cesium Radioisotopes', 'Elements', 'Food', 'Mass Spectrometry', 'Ocimum basilicum', 'Plant Leaves']",Quantitative mapping of elements in basil leaves (Ocimum basilicum) based on cesium concentration and growth period using laser ablation ICP-MS.,"['Q000032', 'Q000494', None, None, 'Q000379', 'Q000737', 'Q000737']","['analysis', 'pharmacology', None, None, 'methods', 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/29024882,2018,0,0,Metallic pollutants,basil,0.0,[],1,0
12,28784486,"Distillation wastewaters (DWWs) are generated during the essential oil steam distillation from aromatic herbs. Despite of growing interest on novel source of natural antioxidant compounds as food additives, studies on DWWs are scarse. Herein, the potential of DWWs produced by the distillation of packaged fresh basil, rosemary and sage wastes was evaluated by chemical and antioxidant characterization. HPLC-DAD-HRMS profiling revealed that DWWs contain water-soluble phenolic compounds, mainly caffeic acid derivatives and flavonoid glycosides, with rosmarinic acid (RA) as predominant components (29-135mg/100mL). DWWs demonstrated high levels of total phenolic compounds (TPC, 152-443mg GAE/100mL) and strong antioxidant capacities, in ORAC, DPPH and ABTS assays (1101-4720, 635-4244 and 571-3145μmol TE/100mL, respectively). Highly significant correlations of TEAC values with TPC and RA contents revealed that phenolic compounds and high RA content were responsible of DWWs antioxidant properties.Thus, DWWs are proposed as a new promising source of natural food additives and/or functional ingredients for cosmetic, nutraceutical and food applications.","Food research international (Ottawa, Ont.)","['D000975', 'D002109', 'D002851', 'D002934', 'D053630', 'D057168', 'D005419', 'D006027', 'D018649', 'D009812', 'D010636', 'D010938', 'D027542', 'D027543', 'D021241', 'D013056', 'D062065']","['Antioxidants', 'Caffeic Acids', 'Chromatography, High Pressure Liquid', 'Cinnamates', 'Depsides', 'Distillation', 'Flavonoids', 'Glycosides', 'Ocimum basilicum', 'Odorants', 'Phenols', 'Plant Oils', 'Rosmarinus', 'Salvia officinalis', 'Spectrometry, Mass, Electrospray Ionization', 'Spectrophotometry, Ultraviolet', 'Waste Water']",Oil distillation wastewaters from aromatic herbs as new natural source of antioxidant compounds.,"['Q000302', 'Q000302', None, 'Q000302', 'Q000302', None, 'Q000302', 'Q000302', None, None, 'Q000302', 'Q000302', None, None, None, None, 'Q000737']","['isolation & purification', 'isolation & purification', None, 'isolation & purification', 'isolation & purification', None, 'isolation & purification', 'isolation & purification', None, None, 'isolation & purification', 'isolation & purification', None, None, None, None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/28784486,2019,0,1,Phenolics of distillation waste water,basil,0.06779661016949153,"['rosmarinic acid', 'flavonoid glycosides', 'ABTS', 'caffeic acid']",1,4
13,28633539,"In Persian nutrition culture, drinking aromatic waters (hydrosols, distillate) has a long history as functional beverages or therapeutic remedies. The co-distilled water with essential oils, which contains partial amounts of more water-soluble volatile compounds are diluted and used as beverages. Since the solubility of volatile components is different in water, the overall composition, and thus the biological activities of aromatic waters seem to be different from the essential oils they were co-distilled with. Despite the essential oils, chemical constituents of many aromatic waters have not been evaluated scientifically. This research investigated hydrosols used for mental and neurological health maintenance in Persian nutrition culture and their chemical constituents. Constitutions of these hydrosols were extracted by liquid/liquid extraction method and identified by gas chromatography-mass spectrometry. Furthermore, cluster analysis was used to evaluate the relevance of these hydrosols chemical constituents. About 93 compounds were identified from 20 aromatic waters. the major or second major constituents were thymol (azarol howthorn, frankincense, lemon balm, valerian, shadab), phenethyl alcohol (damask rose, dog-rose, starflower), carvacrol (basil, creeping buttercup, lemon balm); eugenol (shadab, dog-rose, starflower, basil), camphor (yarrow and wormwood), carvone (oriental plane), caryophyllene (cuminum), cinnamaldehyde (Chinese cinnamon), p-cymen-7-ol (musk willow), limonene (lemon verbena), linalool and α-terpineol (bitter orange), menthol (date palm) and methyl 5-vinylnicotinate (olive). Although, these hydrosols prepared from plants belong to different genus and families, but cluster analysis showed obvious similarities between their chemical constituents. Results of this investigation showed in many cases that the constituents of aromatic waters are different from the pure essential oil.",Journal of evidence-based complementary & alternative medicine,"['D001628', 'D000081007', 'D004339', 'D008401', 'D006801', 'D007492', 'D008519', 'D001523', 'D039821', 'D009422', 'D010626', 'D010936', 'D010938', 'D012996', 'D013943', 'D055549']","['Beverages', 'Cymenes', 'Drug Compounding', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Iran', 'Medicine, Traditional', 'Mental Disorders', 'Monoterpenes', 'Nervous System Diseases', 'Phenylethyl Alcohol', 'Plant Extracts', 'Plant Oils', 'Solutions', 'Thymol', 'Volatile Organic Compounds']",A Survey on Chemical Constituents and Indications of Aromatic Waters Soft Drinks (Hydrosols) Used in Persian Nutrition Culture and Folk Medicine for Neurological Disorders and Mental Health.,"[None, None, 'Q000379', None, None, None, 'Q000379', 'Q000628', 'Q000032', 'Q000628', 'Q000032', 'Q000032', 'Q000032', 'Q000737', 'Q000032', 'Q000032']","[None, None, 'methods', None, None, None, 'methods', 'therapy', 'analysis', 'therapy', 'analysis', 'analysis', 'analysis', 'chemistry', 'analysis', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/28633539,2019,0,1,Essential oil,basil,0.2,"['α-terpineol', 'cinnamaldehyde', 'thymol', 'aromatic', 'menthol', 'frankincense', 'caryophyllene', 'camphor', 'carvone', 'phenethyl alcohol', 'bitter orange', 'linalool', 'distillate', 'eugenol', 'carvacrol', 'limonene', 'valerian', 'methyl 5-vinylnicotinate', 'cinnamon']",1,19
14,28157588,"New experimental designs for the extraction of polyphenols from different seeds including Basil seed, Red seed, Sesame seeds and Ajwan seeds were investigated. Four variables the concentration and volume of methanol and NaOH solutions as well as the temperature and time of extraction were varied to see their effect on total phenol extraction. The temperature was varied in the range from 25°C to 200°C while the time in the range from 30 to 200minutes. Response surface methodology was used to optimize the extraction parameters. The estimation of polyphenols was measured through phenols reduction UV-Vis spectroscopic method of phosphotungstic-phosphomolybdic acids (Folin-Ciocalteu's reagent). Calibration curve was made by using tannic acid as a polyphenols standard in the concentration range from 0.1 to 10ppm. The regression line obtained shows the value of correlation coefficient i.e. R=0.930 and Root mean square error of cross validation (RMSEC) value of 0.0654. The Basil seeds were found containing the highest amount of total phenols i.e. 785.76mg/100g. While the Sesame seeds having the least amount i.e. 33.08mg/100g. The Ajwan seeds and the Red seeds are containing the medium amounts i.e. 379mg/100g and 220.54mg/100g respectively.","Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy","['D000704', 'D019661', 'D002138', 'D029686', 'D018649', 'D059808', 'D012015', 'D012639', 'D031685', 'D012996', 'D013056']","['Analysis of Variance', 'Apiaceae', 'Calibration', 'Lepidium', 'Ocimum basilicum', 'Polyphenols', 'Reference Standards', 'Seeds', 'Sesamum', 'Solutions', 'Spectrophotometry, Ultraviolet']","New design of experiment combined with UV-Vis spectroscopy for extraction and estimation of polyphenols from Basil seeds, Red seeds, Sesame seeds and Ajwan seeds.","[None, 'Q000737', None, 'Q000737', 'Q000737', 'Q000032', None, 'Q000737', 'Q000737', None, 'Q000379']","[None, 'chemistry', None, 'chemistry', 'chemistry', 'analysis', None, 'chemistry', 'chemistry', None, 'methods']",https://www.ncbi.nlm.nih.gov/pubmed/28157588,2018,0,0,Seeds,basil,0.26,"['polyphenols', 'phenol', 'phenols', 'phosphotungstic-phosphomolybdic acids', ""Folin-Ciocalteu's reagent"", 'tannic acid', 'methanol', 'Sesame', '10ppm']",1,13
15,28000503,Essential oil content and oil composition of paclobutrazol treated sweet basil (Ocimum basilicum L.) plant inoculated with Piriformospora indica under salt stress were investigated by GC-MS. The results show a slight increase in essential oil content when basil plants subjected to moderate salinity stress (3 dS m,Acta biologica Hungarica,"['D000080462', 'D000840', 'D001487', 'D018533', 'D008401', 'D039821', 'D018649', 'D009822', 'D018515', 'D010938', 'D012965', 'D013312', 'D013559', 'D014230']","['Acyclic Monoterpenes', 'Anisoles', 'Basidiomycota', 'Biomass', 'Gas Chromatography-Mass Spectrometry', 'Monoterpenes', 'Ocimum basilicum', 'Oils, Volatile', 'Plant Leaves', 'Plant Oils', 'Sodium Chloride', 'Stress, Physiological', 'Symbiosis', 'Triazoles']",Essential oil composition of sweet basil (Ocimum basilicum L.) in symbiotic relationship with Piriformospora indica and paclobutrazol application under salt stress.,"[None, 'Q000378', None, None, None, 'Q000378', 'Q000187', 'Q000378', 'Q000187', 'Q000378', 'Q000494', None, None, 'Q000494']","[None, 'metabolism', None, None, None, 'metabolism', 'drug effects', 'metabolism', 'drug effects', 'metabolism', 'pharmacology', None, None, 'pharmacology']",https://www.ncbi.nlm.nih.gov/pubmed/28000503,2017,0,0,Essential oil under stress,basil,0.21052631578947367,"['salt', 'Ocimum basilicum L.) plant', 'paclobutrazol', 'sweet basil']",1,4
16,27397646,"A total of 300 samples representing six condiments (black pepper, basil, oregano, nutmeg, paprika, and thyme) were analysed for 11 mycotoxins, 134 pesticides and 4 heavy metals by ultra-high performance liquid chromatography-tandem quadrupole mass spectrometry and inductively coupled plasma mass spectrometry. Mycotoxins were detected in 4%, 10% and 30% of all nutmeg, basil and thyme samples, respectively. The residues of 24 pesticides were detected in 59% of the analysed condiments. The maximum residue levels of pesticides were exceeded in 10% of oregano and 46% of thyme samples. A risk assessment of heavy metals was performed, indicating daily intake levels far below the tolerable intake levels.","Food additives & contaminants. Part B, Surveillance","['D002851', 'D003132', 'D004032', 'D004781', 'D005506', 'D006801', 'D019216', 'D009183', 'D026323', 'D018649', 'D031341', 'D010573', 'D010575', 'D018515', 'D010945', 'D018570', 'D012639', 'D017365', 'D053719', 'D046930']","['Chromatography, High Pressure Liquid', 'Commerce', 'Diet', 'Environmental Exposure', 'Food Contamination', 'Humans', 'Metals, Heavy', 'Mycotoxins', 'Myristica', 'Ocimum basilicum', 'Origanum', 'Pesticide Residues', 'Pesticides', 'Plant Leaves', 'Plants, Edible', 'Risk Assessment', 'Seeds', 'Spices', 'Tandem Mass Spectrometry', 'Thymus Plant']","Mycotoxins, pesticides and toxic metals in commercial spices and herbs.","[None, None, None, 'Q000032', 'Q000032', None, 'Q000032', 'Q000032', None, None, None, 'Q000032', None, 'Q000737', 'Q000737', None, 'Q000737', 'Q000032', None, None]","[None, None, None, 'analysis', 'analysis', None, 'analysis', 'analysis', None, None, None, 'analysis', None, 'chemistry', 'chemistry', None, 'chemistry', 'analysis', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/27397646,2017,0,0,Toxins and heavy metals,basil,0.19444444444444445,"['oregano', 'pesticides', 'mycotoxins', 'nutmeg, basil and thyme', 'Mycotoxins', 'nutmeg', 'paprika']",1,7
17,27451148,"The effect of elicitation with jasmonic acid (JA) on the plant yield, the production and composition of essential oils of lettuce leaf basil was evaluated. JA-elicitation slightly affected the yield of plants and significantly increased the amount of essential oils produced by basil - the highest oil yield (0.78±0.005mL/100gdw) was achieved in plants elicited with 100μM JA. The application of the tested elicitor also influenced the chemical composition of basil essential oils - 100μM JA increased the linalool, eugenol, and limonene levels, while 1μM JA caused the highest increase in the methyl eugenol content. Essential oils from JA-elicited basil (especially 1μM and 100μM) exhibited more effective antioxidant and anti-inflammatory potential; therefore, this inducer may be a very useful biochemical tool for improving production and composition of herbal essential oils. ",Food chemistry,"['D000080462', 'D000893', 'D000975', 'D053138', 'D003517', 'D005054', 'D008401', 'D020128', 'D000077222', 'D039821', 'D018649', 'D009822', 'D054883', 'D010936', 'D018515', 'D010938', 'D013729']","['Acyclic Monoterpenes', 'Anti-Inflammatory Agents', 'Antioxidants', 'Cyclohexenes', 'Cyclopentanes', 'Eugenol', 'Gas Chromatography-Mass Spectrometry', 'Inhibitory Concentration 50', 'Limonene', 'Monoterpenes', 'Ocimum basilicum', 'Oils, Volatile', 'Oxylipins', 'Plant Extracts', 'Plant Leaves', 'Plant Oils', 'Terpenes']","Effect of jasmonic acid elicitation on the yield, chemical composition, and antioxidant and anti-inflammatory properties of essential oil of lettuce leaf basil (Ocimum basilicum L.).","[None, 'Q000032', 'Q000032', 'Q000737', 'Q000737', 'Q000031', None, None, None, 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737', None, 'Q000737']","[None, 'analysis', 'analysis', 'chemistry', 'chemistry', 'analogs & derivatives', None, None, None, 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/27451148,2017,0,0,Essential oil under stress,basil,0.2222222222222222,"['JA', 'JA-elicited basil', 'eugenol', 'limonene', 'methyl eugenol', 'linalool', 'jasmonic acid']",1,10
18,28911550,"The chemical compositions of seven essential oils from Taiwan were analyzed by gas chromatography-mass spectrometry. The eluates were identified by matching the mass fragment patents to the National Institute of Standards and Technology (NIST) 08 database. The quantitative analysis showed that the major components of lemon verbena are geranial (26.9%) and neral (23.1%); those of sweet marjoram are γ-terpinene (18.5%), thymol methyl ether (15.5%), and terpinen-4-ol (12.0%); those of clove basil are eugenol (73.6%), and β-(Z)-ocimene (15.4%); those of patchouli are carvacrol (47.5%) and p-cymene (15.2%); those of rosemary are α-pinene (54.8%) and 1,8-cineole (22.2%); those of tea tree are terpinen-4-ol (33.0%) and 1,8-cineole (27.7%); and those of rose geranium are citronellol (28.9%) and 6,9-guaiadiene (20.1%). These components are somewhat different from the same essential oils that were obtained from other origins. Lemon verbena has the same major components everywhere. Tea tree, rose geranium, and clove basil have at least one major component throughout different origins. The major components and their amounts in sweet marjoram, patchouli, and rosemary vary widely from one place to another. These results demonstrate that essential oils have a large diversity in their composition in line with their different origins. The antibacterial activity of essential oils against Escherichia coli was evaluated using the optical density method (turbidimetry). Patchouli is a very effective inhibitor, in that it completely inhibits the growth of E. coli at 0.05%. Clove basil and sweet marjoram are good inhibitors, and the upper limit of their minimum inhibitory concentration is 0.1%.",Journal of food and drug analysis,"['D000900', 'D000081005', 'D004926', 'D039821', 'D009822', 'D013624']","['Anti-Bacterial Agents', 'Cyclohexane Monoterpenes', 'Escherichia coli', 'Monoterpenes', 'Oils, Volatile', 'Taiwan']",Essential oils from Taiwan: Chemical composition and antibacterial activity against Escherichia coli.,"[None, None, None, None, None, None]","[None, None, None, None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/28911550,2017,0,1,Essential oil,basil,0.25675675675675674,"['thymol methyl ether', '6,9-guaiadiene', 'α-pinene', 'rosemary', 'Clove basil', 'eugenol', 'clove basil', 'carvacrol', 'neral', '1,8-cineole', 'citronellol', 'γ-terpinene', 'geranial', 'geranium', 'p-cymene', 'tea tree are terpinen-4-ol']",1,19
19,27061877,"Ocimum (sweet basil) is a plant of considerable commercial importance in traditional medicine worldwide as well as for the flavor and food industry. The goal of this study was to examine Ocimum extracts anti-acetylcholinesterase activity and to correlate the activity with their secondary metabolites profiles via a metabolome based ultraperformance liquid chromatography-mass spectrometry (UPLC-MS) approach coupled to chemometrics. The metabolomic differences in phenolics from leaves derived from 4 Ocimum species: Ocimum basilicum, Ocimum africanum, Ocimum americanum and Ocimum minimum were assessed. Under optimized conditions, 81 metabolites were identified including 21 hydroxy cinnamic acids, 4 benzoic acid conjugates, 14C/O flavonoid conjugates, 2 alcohols, 5 acyl sugars, 4 triterpenes and 12 fatty acids. Several salviolanic acid derivatives including salviolanic acid A, B, C & I found in Salvia, were found in Ocimum herein for the first time. Unsupervised principal component analysis (PCA) and supervised orthogonal projection to latent structures-discriminant analysis (OPLS-DA) were further used for comparing and classification of samples. A clear separation among the four investigated Ocimum species was revealed, with O. africanum samples found most enriched in hydroxy cinnamates conjugates (HC) and flavonoids. To the best of our knowledge, this is the first report for compositional differences among Ocimum leaves via a metabolomic approach revealing that among examined species O. africanum leaves present a better source of Ocimum bioactive metabolites. The anticholinesrase activity of examined species was further assessed with a potent IC50 values for O. americanum, O. africanum, O. basilicum ranging from 2.5 to 6.6mg/ml, whereas O. minimum was least active with IC50 of 31.4mg/ml. Furthermore, major HC i.e., caftaric, chlorogenic and rosmarinic acids identified in extracts via UPLC-MS analysis exhibited IC50 values of 24, 0.5 and 7.9mg/ml respectively, suggesting that HCs are likely to mediate for the anticholinesterase effect in Ocimum extracts. ",Journal of pharmaceutical and biomedical analysis,"['D002800', 'D002853', 'D013058', 'D055432', 'D031339']","['Cholinesterase Inhibitors', 'Chromatography, Liquid', 'Mass Spectrometry', 'Metabolomics', 'Ocimum']",Anti-acetylcholinesterase potential and metabolome classification of 4 Ocimum species as determined via UPLC/qTOF/MS and chemometric tools.,"['Q000494', 'Q000379', 'Q000379', None, 'Q000378']","['pharmacology', 'methods', 'methods', None, 'metabolism']",https://www.ncbi.nlm.nih.gov/pubmed/27061877,2017,0,1,Essential oil,basil,0.16091954022988506,"['acid A', 'caftaric', 'Ocimum basilicum, Ocimum africanum', 'hydroxy cinnamates conjugates', '4 benzoic acid conjugates', 'hydroxy cinnamic acids', 'Ocimum (sweet basil', 'acid', 'flavonoids', 'africanum', 'fatty acids', '14C/O flavonoid conjugates, 2 alcohols, 5 acyl sugars, 4 triterpenes', 'rosmarinic acids', 'chlorogenic']",1,14
20,26991289,"Despite recent advances in food production technology, food-borne diseases (FBD) remain a challenging public health concern. In several countries, including Brazil, Clostridium perfringens is among the five main causative agents of food-borne diseases. The present study determines antimicrobial activities of essential oils of six condiments commonly used in Brazil, viz., Ocimum basilicum L. (basil), Rosmarinus officinalis L. (rosemary), Origanum majorana L. (marjoram), Mentha × piperita L. var. Piperita (peppermint), Thymus vulgaris L. (thyme) and Pimpinella anisum L. (anise) against C. perfringens strain A. Chemical compositions of the oils were determined by GC-MS (gas chromatography-mass spectrometry). The identities of the isolated compounds were established from the respective Kováts indices, and a comparison of mass spectral data was made with those reported earlier. The antibacterial activity was assessed from minimum inhibitory concentration (MIC) and minimum bactericidal concentration (MBC) using the microdilution method. Minimum inhibitory concentration values were 1.25mgmL(-1) for thyme, 5.0mgmL(-1) for basil and marjoram, and 10mgmL(-1) for rosemary, peppermint and anise. All oils showed bactericidal activity at their minimum inhibitory concentration, except anise oil, which was only bacteriostatic. The use of essential oils from these common spices might serve as an alternative to the use of chemical preservatives in the control and inactivation of pathogens in commercially produced food systems. ",Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],"['D000900', 'D001938', 'D003016', 'D008401', 'D008826', 'D018649', 'D009822', 'D031341', 'D010938', 'D027542', 'D046930']","['Anti-Bacterial Agents', 'Brazil', 'Clostridium perfringens', 'Gas Chromatography-Mass Spectrometry', 'Microbial Sensitivity Tests', 'Ocimum basilicum', 'Oils, Volatile', 'Origanum', 'Plant Oils', 'Rosmarinus', 'Thymus Plant']",Antimicrobial activities of six essential oils commonly used as condiments in Brazil against Clostridium perfringens.,"['Q000032', None, 'Q000187', None, None, 'Q000737', 'Q000032', 'Q000737', 'Q000032', 'Q000737', 'Q000737']","['analysis', None, 'drug effects', None, None, 'chemistry', 'analysis', 'chemistry', 'analysis', 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/26991289,2016,0,1,Essential oil,basil,0.014492753623188406,"['rosemary, peppermint']",1,1
21,26880438,"The aerial parts of Ocimum basilicum L. were collected from four different geographical locations, Sindhuli and Biratnagar (Nepal), Chormaghzak village (Tajikistan), and Sana'a (Yemen). The essential oils were obtained by hydrodistillation and analyzed by gas chromatography/mass spectrometry. A cluster analysis of 179 essential oil compositions revealed six major chemotypes: Linalool, eugenol, estragole, methyl eugenol, 1,8-cineole, and geraniol. All four of the basil oils in this study were of the linalool-rich variety. Some of the basil oils were screened for bioactivity including antimicrobial, cytotoxicity in human cancer cells, brine shrimp lethality, nematicidal, larvicidal, insecticidal, and antioxidant. The basil oils in this study were not notably antibacterial, cytotoxic, antioxidant, nor nematicidal, but were active in the brine shrimp lethality test, and did show larvicidal and insecticidal activities. ",Chemistry & biodiversity,"['D000818', 'D000890', 'D000970', 'D001156', 'D045744', 'D016000', 'D008401', 'D006801', 'D007306', 'D009390', 'D018649', 'D009822', 'D035261', 'D013620', 'D015006']","['Animals', 'Anti-Infective Agents', 'Antineoplastic Agents', 'Artemia', 'Cell Line, Tumor', 'Cluster Analysis', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Insecticides', 'Nepal', 'Ocimum basilicum', 'Oils, Volatile', 'Plant Components, Aerial', 'Tajikistan', 'Yemen']","The Essential Oil Compositions of Ocimum basilicum from Three Different Regions: Nepal, Tajikistan, and Yemen.","[None, 'Q000737', 'Q000737', 'Q000187', None, None, None, None, 'Q000737', None, 'Q000737', 'Q000737', 'Q000737', None, None]","[None, 'chemistry', 'chemistry', 'drug effects', None, None, None, None, 'chemistry', None, 'chemistry', 'chemistry', 'chemistry', None, None]",https://www.ncbi.nlm.nih.gov/pubmed/26880438,2016,0,1,Essential oil,basil,0.14583333333333334,"['Ocimum basilicum', 'estragole', 'eugenol', 'basil oils', 'methyl eugenol', '1,8-cineole', 'Linalool']",1,7
22,26803763,"Ocimum basilicum, a member of the family Lamiaceae, is a rich source of polyphenolics that have antioxidant properties. The present study describes the development and application of an online HPLC-coupled acidic potassium permanganate chemiluminescence assay for the qualitative and quantitative assessment of antioxidants in three cultivars of O. basilicum grown under greenhouse conditions. The chemiluminescence based assay was found to be a sensitive and efficient method for assessment of total and individual compound antioxidant potential. Leaves, flowers and roots were found to be rich reserves of the antioxidant compounds which showed intense chemiluminescence signals. The polyphenolics such as rosmarinic, chicoric, caffeic, p-coumaric, m-coumaric and ferulic acids showed antioxidant activity. Further, rosmarinic acid was found to be the major antioxidant component in water-ethanol extracts. The highest levels of rosmarinic acid was found in the leaves and roots of cultivars ""holy green"" (14.37; 11.52 mM/100 g DW respectively) followed by ""red rubin"" (10.02; 10.75 mM/100 g DW respectively) and ""subja"" (6.59; 4.97 mM/100 g DW respectively). The sensitivity, efficiency and ease of use of the chemiluminescence based assay should now be considered for its use as a primary method for the identification and quantification of antioxidants in plant extracts.","Plant foods for human nutrition (Dordrecht, Netherlands)","['D000975', 'D002851', 'D002934', 'D053630', 'D035264', 'D006863', 'D049449', 'D018649', 'D010936', 'D018515', 'D018517', 'D059808', 'D011196', 'D012680']","['Antioxidants', 'Chromatography, High Pressure Liquid', 'Cinnamates', 'Depsides', 'Flowers', 'Hydrogen-Ion Concentration', 'Luminescence', 'Ocimum basilicum', 'Plant Extracts', 'Plant Leaves', 'Plant Roots', 'Polyphenols', 'Potassium Permanganate', 'Sensitivity and Specificity']",Acidic Potassium Permanganate Chemiluminescence for the Determination of Antioxidant Potential in Three Cultivars of Ocimum basilicum.,"['Q000032', None, 'Q000032', 'Q000032', 'Q000737', None, None, 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000032', 'Q000737', None]","['analysis', None, 'analysis', 'analysis', 'chemistry', None, None, 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'analysis', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/26803763,2017,0,1,Essential oil,basil,0.125,"['Ocimum basilicum', 'ferulic acids', 'water-ethanol', 'p-coumaric', 'potassium permanganate', 'rosmarinic, chicoric, caffeic', 'rosmarinic acid']",1,8
