PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,is_useful
31398002,"We are constantly exposed to a variety of environmental contaminants and hormones, including those mimicking endogenous estrogens. These highly heterogeneous molecules are collectively referred to as xenoestrogens and hold the potential to affect and alter the delicate hormonal balance of the human body. To monitor exposure and investigate potential health implications, comprehensive analytical methods covering all major xenoestrogen classes are needed but not available to date. Herein, we describe a liquid chromatography-tandem mass spectrometry (LC-MS/MS) method for the simultaneous determination of multiple classes of endogenous as well as exogenous estrogens in human urine, serum, and breast milk to enable proper exposure and risk assessment. In total, 75 analytes were included, whereof a majority was successfully in-house validated in the three matrices. Extraction recoveries of validated analytes ranged from 71% to 110% and limits of quantification from 0.015 to 5 μg/L, 0.03 to 14 μg/L, and 0.03 to 4.6 μg/L in urine, serum, and breast milk, respectively. The applicability of the novel method was demonstrated in proof-of-principle experiments by analyzing urine from Austrian individuals and breast milk from Austrian and Nigerian individuals. Thereby, we proved the methods' feasibility to identify and quantify different classes of xenoestrogens simultaneously. The results illustrate the general importance of multiclass exposure assessment in the context of the exposome paradigm. Specifically, they highlight the need for estimating total estrogenic burden rather than single analyte or chemical class measurements and its potential impact in endocrine disruption and hormone related diseases including cancers.",Analytical chemistry,[],[],A Generic Liquid Chromatography-Tandem Mass Spectrometry Exposome Method for the Determination of Xenoestrogens in Biological Matrices.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/31398002,2019,0
31357571,"Early life exposure to folate has long lasting effects on development and health. Newborns obtain part of their folate from maternal milk. Studies on health effects of milk folate require rapid, affordable and reliable measurements in large numbers of samples from cohort studies. Recently, a competitive chemiluminescence assay for quantification of folate has become available for automated diagnostic measurement of folate in human serum or plasma. We tested if this method (""FOLA"" from Siemens Healthcare) could also be used for human milk. To minimize interference and matrix effects, samples had to be skimmed, diluted seven times with demineralized water, and heated for 5 min at 90 °C. Folate could thus be measured in a linear range between 8.4 and 111.7 nM, with recoveries for the most relevant form, 5-methyltetrahydrofolate (5-MeTHF), of 96%-107%. Results were comparable to those with a recently validated Liquid Chromatography/Mass Spectrometry method (Y = 0.998X - 0.2; R","Molecules (Basel, Switzerland)",[],[],A Rapid Chemiluminescence Assay for Measurement of Folate in Small Volumes of Breast Milk.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/31357571,2019,0
31356940,The present research aimed investigates the characterization and concentration of oligosaccharides naturally present in goat cheese whey obtained from two types of goat milk. The goat cheese whey was processed by a two-step cross-flow filtration process and a hydrophilic interaction chromatography - Ultra-Performance Liquid Chromatography coupled to a High Definition Mass Spectrometry. A Quadrupole Time-of-Flight (HILIC UPLC-HDMS-Q-TOF) method was used to identify and measure five different oligosaccharides in the samples. A final product with recovery of 63-96% of oligosaccharides was obtained when compared with the original whey. These components indicate that goat whey can be used as a source of oligosaccharides with potential functional and possible application for human nutrition.,International journal of biological macromolecules,[],[],Composition and isolation of goat cheese whey oligosaccharides by membrane technology.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/31356940,2019,0
31336991,"This study determined fatty acid (FA) concentrations in maternal milk and investigated the association between omega-3 fatty acid levels and their maternal current dietary intake (based on three-day dietary records) and habitual dietary intake (based on intake frequency of food products). Tested material comprised 32 samples of human milk, coming from exclusively breastfeeding women during their first month of lactation. Milk fatty acids were analyzed as fatty acid methyl ester (FAME) by gas chromatography using a Hewlett-Packard 6890 gas chromatograph with MS detector 5972A. We did not observe any correlation between current dietary intake of omega-3 FAs and their concentrations in human milk. However, we observed that the habitual intake of fatty fish affected omega-3 FA concentrations in human milk. Kendall's rank correlation coefficients were 0.25 (",Nutrients,[],[],The Concentration of Omega-3 Fatty Acids in Human Milk Is Related to Their Habitual but Not Current Intake.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/31336991,2019,0
31304276,"Peptidomics and glycomics are recently established disciplines enabling researchers to characterize functional characteristics of foods at a molecular level. Milk-derived bioactive peptides and oligosaccharides have garnered both scientific and commercial interest because they possess unique functional properties, such as anti-hypertensive, immunomodulatory and prebiotic activities; therefore, the objective of this work was to employ peptidomic and glycomic tools to identify and measure relative and absolute quantities of peptides and oligosaccharides in widely consumed dairy products. Specifically, we identified up to 2117 unique peptides in 10 commercial dairy products, which together represent the most comprehensive peptidomic profiling of dairy milk in the literature to date. The quantity of peptides, measured by ion-exchange chromatography, varied between 60 and 130 mg/L among the same set of dairy products, which the majority originated from caseins, and the remaining from whey proteins. A recently published bioactive peptide database was used to identify 66 unique bioactive peptides in the dataset. In addition, 24 unique oligosaccharide compositions were identified in all the samples by nano LC Chip QTOF. Neutral oligosaccharides were the most abundant class in all samples (66-91.3%), followed by acidic (8.6-33.7%), and fucosylated oligosaccharides (0-4.6%). Variation of total oligosaccharide concentration ranged from a high of 65.78 to a low of 24.82 mg/L. Importantly, characterizing bioactive peptides and oligosaccharides in a wider number of dairy products may lead to innovations that go beyond the traditional vision of dairy components used for nutritional purposes but that will rather focus on improving human health.",NPJ science of food,[],[],"Peptidomic and glycomic profiling of commercial dairy products: identification, quantification and potential bioactivities.",[],[],https://www.ncbi.nlm.nih.gov/pubmed/31304276,2019,0
31302219,"Oxysterols are cholesterol oxidation derivatives. Those containing an additional hydroxyl group on the side chain of the cholesterol molecule result from a physiological enzymatic synthesis and include the majority of oxysterols present in the circulation. Among these, 25-hydroxycholesterol (25OHC) and 27-hydroxycholesterol (27OHC) are characterized by a broad antiviral activity and are now considered involved in the innate immune response against viruses. Despite the emerging role of these sterols in the innate antiviral defences, no data are available on their presence in human breast milk (BM) to date. In this study, we investigated the content of oxysterols of enzymatic synthesis in BM of twelve donor mothers at different stages of lactation (i.e. in colostrum, transitional milk, and mature milk) by gas chromatography-mass spectrometry analysis. The side-chain oxysterols 25OHC, 27OHC, and 24S-hydroxycholesterol (24SOHC) were actually present in BM in all stages of lactation, but the concentration of 27OHC showed a remarkable peak in colostrum. Antiviral assays revealed that all the colostrum samples contained 27OHC concentrations that were active in vitro against two relevant pediatric viral pathogens: the human rotavirus and the human rhinovirus. Overall, this study discloses new antiviral components of BM and suggests a passive transfer of these protective factors to the infant via breastfeeding, especially in the first few days of lactation.",The Journal of steroid biochemistry and molecular biology,[],[],Antiviral oxysterols are present in human milk at diverse stages of lactation.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/31302219,2019,0
31272050,Methylglyoxal (MGO) is a highly reactive ɑ-dicarbonyl compound that may adversely impact food quality and human health by modifying proteins. The kinetics of the reaction of naringenin with MGO was studied at pH 6-8 and 37 °C by UV-Vis spectrophotometry and reaction products were characterized by liquid chromatography-mass spectrometry (LC-MS/MS). The apparent second order rate constant (k,Food chemistry,"['D000596', 'D002853', 'D044950', 'D006863', 'D007700', 'D008894', 'D011765', 'D021241', 'D013056', 'D053719']","['Amino Acids', 'Chromatography, Liquid', 'Flavanones', 'Hydrogen-Ion Concentration', 'Kinetics', 'Milk Proteins', 'Pyruvaldehyde', 'Spectrometry, Mass, Electrospray Ionization', 'Spectrophotometry, Ultraviolet', 'Tandem Mass Spectrometry']",Effect of pH on the reaction between naringenin and methylglyoxal: A kinetic study.,"['Q000737', None, 'Q000737', None, None, 'Q000737', 'Q000737', None, None, None]","['chemistry', None, 'chemistry', None, None, 'chemistry', 'chemistry', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/31272050,2019,0
31253282,"The wide use of tetracyclines (TCs) for prevention and therapy of animal diseases may result in excessive residues in animal products, which could pose serious risks to human health. A novel molybdenum disulfide nanoplates (MoS",Food chemistry,"['D000818', 'D000900', 'D002417', 'D004220', 'D005453', 'D005504', 'D005506', 'D057230', 'D008892', 'D008982', 'D018482', 'D049329', 'D000069466', 'D012680', 'D013050', 'D013754']","['Animals', 'Anti-Bacterial Agents', 'Cattle', 'Disulfides', 'Fluorescence', 'Food Analysis', 'Food Contamination', 'Limit of Detection', 'Milk', 'Molybdenum', 'Muscle, Skeletal', 'Nanostructures', 'Red Meat', 'Sensitivity and Specificity', 'Spectrometry, Fluorescence', 'Tetracyclines']",A sensitive and selective approach for detection of tetracyclines using fluorescent molybdenum disulfide nanoplates.,"[None, 'Q000032', None, 'Q000737', None, 'Q000295', 'Q000032', None, 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000032', None, 'Q000379', 'Q000032']","[None, 'analysis', None, 'chemistry', None, 'instrumentation', 'analysis', None, 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'analysis', None, 'methods', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/31253282,2019,0
31210125,"Grape marc (GPM) is a viticulture by-product that is rich in secondary compounds, including condensed tannins (CT), and is used as a supplement in livestock feeding practices. The aim of this study was to determine whether feeding GPM to lactating dairy cows would alter the milk proteome through changes in nitrogen (N) partitioning. Ten lactating Holstein cows were fed a total mixed ration (TMR) top-dressed with either 1.5 kg dry matter (DM)/cow/day GPM (GPM group; n = 5) or 2.0 kg DM/cow/day of a 50:50 beet pulp: soy hulls mix (control group; n = 5). Characterization of N partitioning and calculation of N partitioning was completed through analysis of plasma urea-N, urine, feces, and milk urea-N. Milk samples were collected for general composition analysis, HPLC quantification of the high abundance milk proteins (including casein isoforms, α-lactalbumin, and β-lactoglobulin) and liquid chromatography tandem mass spectrometry (LC-MS/MS) analysis of the low abundance protein enriched milk fraction. No differences in DMI, N parameters, or calculated N partitioning were observed across treatments. Dietary treatment did not affect milk yield, milk protein or fat content or yield, or the concentrations of high abundance milk proteins quantified by HPLC analysis. Of the 127 milk proteins that were identified by LC-MS/MS analysis, 16 were affected by treatment, including plasma proteins and proteins associated with the blood-milk barrier, suggesting changes in mammary passage. Immunomodulatory proteins, including butyrophilin subfamily 1 member 1A and serum amyloid A protein, were higher in milk from GPM-fed cows. Heightened abundance of bioactive proteins in milk caused by dietary-induced shifts in mammary passage could be a feasible method to enhance the healthfulness of milk for both the milk-fed calf and human consumer. Additionally, the proteome shifts observed in this trial could provide a starting point for the identification of biomarkers suitable for use as indicators of mammary function.",The Journal of dairy research,[],[],Inclusion of grape marc in dairy cattle rations alters the bovine milk proteome.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/31210125,2019,0
31198037,"The abundant use of antibiotics leads to antibiotic residues in frequently consumed foods. Residual antibiotics in food may have adverse effects on humans by directly causing disease via low-dose exposure and indirect harm via antibiotic resistance. However, the current methods for antibiotic extraction and analysis in food have not yet formed a uniform standard, and only a few data exist regarding the residual antibiotic condition in various types of foods. Hence, we review the literature since 2008 to summarize analytical methods and residue status of antibiotics in food. Then, we discuss the causes of antibiotic residues in food and the possible hazards to human health. We hope that the joint efforts of the scientific community and political circles will lead to the formation of a unified standard for the extraction and analysis of antibiotics in food, to allow for comprehensive monitoring of residual antibiotics and ensure human health.",Journal of agricultural and food chemistry,"['D000818', 'D000900', 'D002853', 'D004350', 'D004352', 'D004531', 'D005399', 'D005506', 'D006304', 'D006801', 'D013058', 'D008460', 'D008892', 'D011202', 'D012307', 'D012680', 'D014675']","['Animals', 'Anti-Bacterial Agents', 'Chromatography, Liquid', 'Drug Residues', 'Drug Resistance, Microbial', 'Eggs', 'Fishes', 'Food Contamination', 'Health Status', 'Humans', 'Mass Spectrometry', 'Meat', 'Milk', 'Poultry Products', 'Risk Factors', 'Sensitivity and Specificity', 'Vegetables']","Antibiotic Residues in Food: Extraction, Analysis, and Human Health Concerns.","[None, 'Q000009', 'Q000379', 'Q000032', None, 'Q000032', None, 'Q000032', None, None, 'Q000379', 'Q000032', 'Q000737', 'Q000032', None, None, 'Q000737']","[None, 'adverse effects', 'methods', 'analysis', None, 'analysis', None, 'analysis', None, None, 'methods', 'analysis', 'chemistry', 'analysis', None, None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/31198037,2019,0
31193351,"Coffee is the most popular beverage in the Republic of Korea, other than Korea's traditional green tea. Coffee contains many physiologically active substances, such as chlorogenic acids (CGAs) and caffeine. Previous studies have focused on the content of CGAs and caffeine in brewed coffee. This study quantified the total amounts of CGAs and caffeine using high-performance liquid chromatography coupled with a diode array detector in 83 various coffee-related products, such as instant coffee, roasted and ground coffee sold in supermarkets, ready-to-drink coffee, and Americano coffee sold in franchise restaurants in the Republic of Korea. According to the results of this study, the coffee with the highest content of CGAs was unblended roasted and ground coffee sold in supermarkets, with a mean value of 194.1 ± 67.7 mg/serving, and the most caffeine-rich coffee was Americano coffee from coffee shops, with a mean value of 166.1 ± 37.5 mg/serving. The caffeine/CGA ratios were determined in various coffee beverages because they are useful parameters for estimating the human health. The lowest mean caffeine/CGAs ratio of 0.5 ± 0.1 was found in unblended ground coffee sold in supermarkets, and the highest mean ratio of 2.5 ± 1.4 was found in milk-added ready-to-drink coffee. Adult caffeine tolerance is defined as 400 mg a day in the Republic of Korea. However, this value highlights the importance of medicines, carbohydrate beverages, tea, chocolate, cocoa products, energy drinks and other sources of caffeine that can contribute to the total intake of caffeine.",Journal of advanced research,[],[],Contents of chlorogenic acids and caffeine in various coffee-related products.,[],[],https://www.ncbi.nlm.nih.gov/pubmed/31193351,2019,0
31190445,"A lectin gene from the Tiger Milk Mushroom Lignosus rhinocerus TM02® was successfully cloned and expressed via vector pET28a in Escherichia coli BL21(DE3). The recombinant lectin, Rhinocelectin, with a predicted molecular mass of 22.8 kDa, was overexpressed in water-soluble form without signal peptide and purified via native affinity chromatography Ni-NTA agarose. Blast protein analysis indicated the lectin to be homologous to jacalin-related plant lectin. In its native form, Rhinocelectin exists as a homo-tetramer predicted with four chains of identical proteins consisting of 11 beta-sheet structures with only one alpha-helix structure. The antiproliferative activity of the Rhinocelectin against human cancer cell lines was concentration dependent and selective. The IC",IUBMB life,[],[],"Cloning, overexpression, purification, and modeling of a lectin (Rhinocelectin) with antiproliferative activity from Tiger Milk Mushroom, Lignosus rhinocerus.",[],[],https://www.ncbi.nlm.nih.gov/pubmed/31190445,2019,0
