PMID,abstract,journal,mesh_UIds,mesh_terms,paper,qual_UIds,qual_terms,webpage,year,predicted_usefulness,is_useful,comments,food,chem_ent_ratio,chemicals,bigram_score,chem_term_count
24418711,"A reproducible method for monitoring traces of cholinesterase (ChE) inhibitors in acetonitrile extracts from fruits and vegetables is described. The method is based on hypochlorite oxidation and ChE inhibition assay. Four common representative samples of produce were selected from a supermarket to investigate the effect of different matrices on pesticides recoveries and assay precision. The samples were extracted with acetonitrile to prepare them for ChE inhibition assays: if necessary, clean-up was performed using dispersive solid-phase extraction for gas chromatography-mass spectrometry (GC/MS) analyses. Chlorine was tested as an oxidising reagent for the conversion of thiophosphorus pesticides (P=S compounds) into their P=O analogues, which have high ChE-inhibiting activity. Chlorine consumption of individual acetonitrile extracts was determined and was strongly dependent on the individual types of fruits and vegetables. After treating the acetonitrile extracts with an excess hypochlorite at 25°C for 15 min, the ChE-inhibiting activities and detection limits for each chlorine-treated pesticide solution were determined. Matrix composition did not interfere significantly with the determination of the pesticides. Enhanced anti-ChE activities leading to low detection limits (ppb levels) were observed for the chlorine-treated extracts that were spiked with chlorpyrifos, diazinon, fenitrothion, and isoxathion. This combination of oxidative derivatisation and ChE inhibition assays was used successfully to monitor and perform semi-quantitative determination of ChE inhibitors in apple, tomato, cucumber, and strawberry samples. ",The Journal of toxicological sciences,"['D000097', 'D002713', 'D004390', 'D002800', 'D003976', 'D005278', 'D005504', 'D005638', 'D008401', 'D006997', 'D007306', 'D010755', 'D010084', 'D010573', 'D010936', 'D015203', 'D014675']","['Acetonitriles', 'Chlorine', 'Chlorpyrifos', 'Cholinesterase Inhibitors', 'Diazinon', 'Fenitrothion', 'Food Analysis', 'Fruit', 'Gas Chromatography-Mass Spectrometry', 'Hypochlorous Acid', 'Insecticides', 'Organophosphates', 'Oxidation-Reduction', 'Pesticide Residues', 'Plant Extracts', 'Reproducibility of Results', 'Vegetables']",Effect of hypochlorite oxidation on cholinesterase-inhibition assay of acetonitrile extracts from fruits and vegetables for monitoring traces of organophosphate pesticides.,"[None, None, 'Q000032', 'Q000032', 'Q000032', 'Q000032', 'Q000379', 'Q000737', None, None, 'Q000032', 'Q000032', None, 'Q000032', 'Q000737', None, 'Q000737']","[None, None, 'analysis', 'analysis', 'analysis', 'analysis', 'methods', 'chemistry', None, None, 'analysis', 'analysis', None, 'analysis', 'chemistry', None, 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/24418711,2014,0,0,ChE inhibitors,apple,0.0625,"['chlorpyrifos', 'diazinon', 'fenitrothion', 'Chlorine']",1,5
24418237,"The sensitive and efficient magnetic molecularly imprinted polymers (MMIPs) were successfully synthesized using carbon nanotubes as matrix and Fe3O4 particles as magnetic ingredient. Tetraethyl orthosilicate was used as modification material of the carbon nanotubes. Cyhalothrin, methacrylic acid and ethylene glycol dimethacrylate were used as template molecule, functional monomer and cross-linker, respectively. Azo-isobutyronitrile and polyvinylpyrrolidone were used as initiator and dispersant, respectively. The MMIPs were used for the separation of pyrethroids including beta-cyfluthrin, cyhalothrin, cyphenothrin and permethrin in fruit samples followed by high performance liquid chromatography analysis. The polymers were characterized with Fourier transform infrared spectrometry, Brunauer-Emmett-Teller method, transmission electron microscopy and a physical property measurement system. The isothermal absorption experiment, kinetics absorption experiment and selectivity of MMIPs were studied in detail. Scatchard analysis revealed that two kinds of different binding sites existed in MMIPs. The maximum adsorption capacities of two binding sites were 65.21 and 189.83mgg(-1), and dissociation constants were 7.11 and 30.40μgmL(-1), respectively. The kinetic property of MMIPs was well fitted to the second-order equation. The selectivity experiment indicated that MMIPs had higher selectivity toward cyhalothrin and its structural analogs than reference compound. The feasibility of detecting pyrethroids from real samples was testified in spiked fruit samples with different concentrations (0.025, 0.25 and 2.5mgkg(-1)). The LODs of beta-cyfluthrin, cyhalothrin, cyphenothrin and permethrin were 0.0072, 0.0035, 0.0062 and 0.0068mgkg(-1), respectively. Precisions of intra-day and inter-day ranging from 2.6% to 4.3% and 4.2% to 5.6% were obtained, respectively. This method was applied to determine pyrethroids in different fruit samples including apple, pear, orange, grape and peach, and satisfied recoveries (82.4-101.7%) were obtained. ",Journal of chromatography. A,"['D000327', 'D002851', 'D005638', 'D007700', 'D008280', 'D046529', 'D054802', 'D037742', 'D011108', 'D011722']","['Adsorption', 'Chromatography, High Pressure Liquid', 'Fruit', 'Kinetics', 'Magnetics', 'Microscopy, Electron, Transmission', 'Molecular Imprinting', 'Nanotubes, Carbon', 'Polymers', 'Pyrethrins']",Development of magnetic molecularly imprinted polymers based on carbon nanotubes - application for trace analysis of pyrethroids in fruit matrices.,"[None, None, 'Q000737', None, None, None, 'Q000379', 'Q000737', 'Q000737', 'Q000032']","[None, None, 'chemistry', None, None, None, 'methods', 'chemistry', 'chemistry', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/24418237,2014,0,0,spiked apple samples,apple,0.22988505747126436,"['carbon', 'cyphenothrin', 'permethrin', 'cyhalothrin', 'methacrylic acid', 'pyrethroids', 'cross-linker', 'polyvinylpyrrolidone', 'beta-cyfluthrin', 'MMIPs', 'Cyhalothrin', 'ethylene glycol dimethacrylate', 'Tetraethyl orthosilicate']",1,20
24416778,"An analytical procedure regarding the voltammetric determination of mercury(II), copper(II), lead(II), cadmium(II) and zinc(II) by square wave anodic stripping voltammetry (SWASV) in matrices involved in food chain is proposed. In particular, tea leaves were analyzed as real samples. The digestion of each matrix was carried out using a concentrated HCl-HNO3-H2SO4 acidic attack mixture; 0.01 mol L(-1) EDTA-Na2+ 0.15 mol L(-1) NaCl + 0.5 mol L(-1) HCl was employed as the supporting electrolyte. The voltammetric measurements were carried out using a conventional three electrode cell, employing, as working electrodes, a gold electrode (GE) and a stationary hanging mercury drop electrode (HMDE). The analytical procedure has been verified on the standard reference materials Spinach Leaves NIST-SRM 1570a, Tomato Leaves NIST-SRM 1573a and Apple Leaves NIST-SRM 1515. For all the elements, the precision as repeatability, expressed as relative standard deviation (sr) was of the order of 3-5%, while the trueness, expressed as relative error (e) was of the order of 3-7%. Once set up on the standard reference materials, the analytical procedure was applied to commercial tea leaves samples. A critical comparison with spectroscopic measurements is also discussed.",Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,"['D028241', 'D004563', 'D004566', 'D057230', 'D018551', 'D027845', 'D008628', 'D019216', 'D018515', 'D011786', 'D012015', 'D013054', 'D018724', 'D013662']","['Camellia sinensis', 'Electrochemistry', 'Electrodes', 'Limit of Detection', 'Lycopersicon esculentum', 'Malus', 'Mercury', 'Metals, Heavy', 'Plant Leaves', 'Quality Control', 'Reference Standards', 'Spectrophotometry, Atomic', 'Spinacia oleracea', 'Tea']",Trace level voltammetric determination of heavy metals and total mercury in tea matrices (Camellia sinensis).,"['Q000737', 'Q000295', None, None, 'Q000737', 'Q000737', 'Q000032', 'Q000032', 'Q000737', None, None, 'Q000379', 'Q000737', None]","['chemistry', 'instrumentation', None, None, 'chemistry', 'chemistry', 'analysis', 'analysis', 'chemistry', None, None, 'methods', 'chemistry', None]",https://www.ncbi.nlm.nih.gov/pubmed/24416778,2016,0,0,apple leaves,apple,0.0784313725490196,"['NaCl', '1570a', 'HCl-HNO3-H2SO4', 'HCl']",1,4
24374865,"We identified a compound in culture supernatants of Erwinia species, such as Erwinia amylovora, E. pyrifoliae, E. billingiae, E. tasmaniensis, E. persicina and E. rhapontici absorbing at 340 nm, which was associated before with the yellow pigment produced by E. amylovora on media containing copper ions. The compound was purified from E. tasmaniensis strain Et1/99 supernatants by chromatography on Dowex-1 and Dowex-50 columns and identified by HPLC/MS and NMR analysis as 6-thioguanine (6TG). Its signal at 167 Da matched with the expected molecular mass. By random mutagenesis with miniTn5, we obtained mutants defective in the genes for pyrimidine and purine metabolism. A specific gene cluster with ycf genes described by us before, absent in the corresponding region of Escherichia coli, was identified in the genome sequence of three Erwinia species and named tgs region for thioguanine synthesis. Clones of the tgs gene cluster promoted 6TG synthesis and secretion in E. coli, when the bacteria were grown in minimal medium supplemented with amino acids. 6TG was bacteriostatic for E. coli and Salmonella typhimurium strains, with cell growth resumed after prolonged incubation. Similar results were obtained with P. agglomerans strains. Bacteria from the genus Pectobacterium were barely and Rahnella or Gibbsiella species were not inhibited by 6TG. Adenine and guanine relieved the toxic effect of 6TG on E. coli. Non-producing strains were fully virulent on host plants. 6TG synthesis may help erwinias to interfere with growth of some microorganisms in the environment.",Molecular genetics and genomics : MGG,"['D001426', 'D004885', 'D004926', 'D004927', 'D009682', 'D027845', 'D005810', 'D009154', 'D010935', 'D013866', 'D014774']","['Bacterial Proteins', 'Erwinia', 'Escherichia coli', 'Escherichia coli Infections', 'Magnetic Resonance Spectroscopy', 'Malus', 'Multigene Family', 'Mutation', 'Plant Diseases', 'Thioguanine', 'Virulence']",Identification and genetics of 6-thioguanine secreted by Erwinia species and its interference with the growth of other bacteria.,"['Q000235', 'Q000145', 'Q000254', 'Q000235', None, 'Q000235', None, 'Q000235', 'Q000235', 'Q000378', None]","['genetics', 'classification', 'growth & development', 'genetics', None, 'genetics', None, 'genetics', 'genetics', 'metabolism', None]",https://www.ncbi.nlm.nih.gov/pubmed/24374865,2014,0,0,Erwinia species,apple,0.1744186046511628,"['purine', 'guanine', 'copper', 'Pectobacterium', 'Adenine', 'thioguanine', 'amino acids', '6-thioguanine', '6TG', 'pyrimidine']",1,15
24373888,"The simultaneous measurements of prompt chlorophyll a fluorescence, delayed chlorophyll a fluorescence and modulated 820nm reflection allow collection and correlation of complementary information for the three domains of the photosynthetic electron transport chain - the PSII electron donor side, electron transport between PSII and PSI, and the PSI electron acceptor side. In this study, we used this approach to investigate photochemical activity during Malus micromalus leaf expansion. The results showed that as leaves expanded, the antenna size per reaction center for the two systems became smaller, and the energetic connectivity of PSII units decreased gradually. Meanwhile, the light trapping efficiency of PSII, electron transfer capacity at the donor side of PSII, exchange capacity of PQs at the QB site and the reoxidation capacity of PQH2 were all increased as leaves expanded. However, the capacity of PQH2 reoxidation increased at a slower rate than the exchange capacity of PQs at the QB site. In general, during leaf development, the photochemical activity of both PSII and PSI increased, although the increase in PSII activity was faster relative to PSI. The results from the three independent signals corroborate each other. ","Journal of photochemistry and photobiology. B, Biology","['D002734', 'D000077194', 'D007700', 'D027845', 'D055668', 'D010788', 'D018515', 'D013050']","['Chlorophyll', 'Chlorophyll A', 'Kinetics', 'Malus', 'Photochemical Processes', 'Photosynthesis', 'Plant Leaves', 'Spectrometry, Fluorescence']",Photosynthetic performance during leaf expansion in Malus micromalus probed by chlorophyll a fluorescence and modulated 820nm reflection.,"['Q000737', None, None, 'Q000378', None, None, 'Q000378', None]","['chemistry', None, None, 'metabolism', None, None, 'metabolism', None]",https://www.ncbi.nlm.nih.gov/pubmed/24373888,2015,0,0,apple leaves,apple,0.0547945205479452,"['PSII', 'chlorophyll']",1,4
25743385,"A validation study was performed on a multiresidue method for determination of pesticide residues in agricultural products according to the method validation guideline of the Ministry of Health, Labour and Welfare of Japan. FASRAC (Food Automatic Analytical Systems for Residual Agricultural Chemicals) automatically performs extraction of pesticide residues from agricultural products with acetonitrile, filtration, constant volume, mixing with the use of air, mixing acetonitrile with buffer solvent, separation, and dehydration with sodium sulfate. The extract was purified with a GC/NH2 column. For wheat flour and soybeans, a purification step with a C18 column was added before a GC/NH2 column. After removal of the solvent, the extract was resolved in n-hexane/acetone solvent for GC-MS/MS analysis. In the case of manual analysis, pesticide residues were analyzed according to official multiresidue methods and purification steps were the same as in FASRAC. Recovery tests were performed with wheat flour, soybeans, spinach and apples, by addition of 302 pesticides at the concentrations 0.01 mg/kg. The results indicate that automatic extraction using FASRAC is superior to manual analysis in trueness, repeatability and within-run reproducibility. Specially, automatic extraction using FASRAC is superior to manual analysis in trueness because it is optimized in various respects, for example reextraction at salting-out.",Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan,"['D018556', 'D005504', 'D008401', 'D006077', 'D017408', 'D007564', 'D027845', 'D010573', 'D015203', 'D013025', 'D018724', 'D053719', 'D014908']","['Crops, Agricultural', 'Food Analysis', 'Gas Chromatography-Mass Spectrometry', 'Government Agencies', 'Guidelines as Topic', 'Japan', 'Malus', 'Pesticide Residues', 'Reproducibility of Results', 'Soybeans', 'Spinacia oleracea', 'Tandem Mass Spectrometry', 'Triticum']",[Validation study on a multi-residue method for determination of pesticide residues in agricultural products by new automatic pretreatment equipment (FASRAC) and GC-MS/MS].,"['Q000737', 'Q000295', 'Q000295', None, None, None, 'Q000737', 'Q000032', None, 'Q000737', 'Q000737', 'Q000295', 'Q000737']","['chemistry', 'instrumentation', 'instrumentation', None, None, None, 'chemistry', 'analysis', None, 'chemistry', 'chemistry', 'instrumentation', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/25743385,2015,0,0,pesticide detection,apple,0.05405405405405406,"['n-hexane/acetone', 'sodium sulfate', 'pesticide']",1,4
24345041,"Phenolics, particularly from apples, hold great interest because of their antioxidant properties. In the present study, the total antioxidant capacity of different apple extracts obtained by pressurized hot water extraction (PHWE) was determined by cyclic voltammetry (CV), which was compared with the conventional antioxidant assays. To measure the antioxidant capacity of individual antioxidants present in apple extracts, a novel method was developed based on high-performance liquid chromatography (HPLC) with photodiode array (DAD), electrochemical (ECD), and charged aerosol (CAD) detection. HPLC-DAD-ECD-CAD enabled rapid, qualitative, and quantitative determination of antioxidants in the apple extracts. The main advantage of using CAD was that this detector enabled quantification of a large number of phenolics using only a few standards. The results showed that phenolic acids and flavonols were mainly responsible for the total antioxidant capacity of apple extracts. In addition, protocatechuic acid, chlorogenic acid, hyperoside, an unidentified phenolic acid, and a quercetin derivative presented the highest antioxidant capacities. ",Journal of agricultural and food chemistry,"['D000336', 'D000975', 'D002726', 'D002851', 'D055664', 'D005638', 'D062385', 'D027845', 'D010636', 'D010936', 'D011794', 'D013045']","['Aerosols', 'Antioxidants', 'Chlorogenic Acid', 'Chromatography, High Pressure Liquid', 'Electrochemical Techniques', 'Fruit', 'Hydroxybenzoates', 'Malus', 'Phenols', 'Plant Extracts', 'Quercetin', 'Species Specificity']","Quantification of individual phenolic compounds' contribution to antioxidant capacity in apple: a novel analytical tool based on liquid chromatography with diode array, electrochemical, and charged aerosol detection.","[None, 'Q000032', 'Q000032', 'Q000379', None, 'Q000737', 'Q000032', 'Q000737', 'Q000032', 'Q000737', 'Q000031', None]","[None, 'analysis', 'analysis', 'methods', None, 'chemistry', 'analysis', 'chemistry', 'analysis', 'chemistry', 'analogs & derivatives', None]",https://www.ncbi.nlm.nih.gov/pubmed/24345041,2015,0,1,phenolics,apple,0.14035087719298245,"['chlorogenic acid', 'hyperoside', 'phenolic acid', 'quercetin', 'protocatechuic acid', 'DAD', 'flavonols', 'phenolic acids']",1,8
24334016,"A simple, inexpensive and sensitive kinetic spectrophotometric method was developed for the simultaneous determination of three anti-carcinogenic flavonoids: catechin, quercetin and naringenin, in fruit samples. A yellow chelate product was produced in the presence neocuproine and Cu(I) - a reduction product of the reaction between the flavonoids with Cu(II), and this enabled the quantitative measurements with UV-vis spectrophotometry. The overlapping spectra obtained, were resolved with chemometrics calibration models, and the best performing method was the fast independent component analysis (fast-ICA/PCR (Principal component regression)); the limits of detection were 0.075, 0.057 and 0.063 mg L(-1) for catechin, quercetin and naringenin, respectively. The novel method was found to outperform significantly the common HPLC procedure.","Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy","['D000465', 'D000970', 'D000975', 'D002392', 'D032084', 'D044950', 'D005638', 'D007700', 'D027845', 'D011794', 'D013053']","['Algorithms', 'Antineoplastic Agents', 'Antioxidants', 'Catechin', 'Citrus sinensis', 'Flavanones', 'Fruit', 'Kinetics', 'Malus', 'Quercetin', 'Spectrophotometry']",Simultaneous kinetic spectrometric determination of three flavonoid antioxidants in fruit with the aid of chemometrics.,"[None, 'Q000032', 'Q000032', 'Q000032', 'Q000737', 'Q000032', 'Q000737', None, 'Q000737', 'Q000032', None]","[None, 'analysis', 'analysis', 'analysis', 'chemistry', 'analysis', 'chemistry', None, 'chemistry', 'analysis', None]",https://www.ncbi.nlm.nih.gov/pubmed/24334016,2014,0,1,flavonoids,apple,0.3333333333333333,"['chelate', 'Cu(II', 'catechin', 'naringenin', 'quercetin', 'flavonoids', 'neocuproine']",1,11
24307600,"In this paper, an effective graphene-based SPE clean-up procedure coupled with GC-MS was developed for the determination of organophosphorus pesticide residues in apple juices. The apple juice samples were diluted with water and could be loaded onto the cartridge directly. Several parameters affecting the extraction efficiency were investigated, including the type of elution, washing solution, and sample pH. Under the optimized conditions, excellent limits of quantitation for the target analytes were found to be 0.15-1.18 ng/mL, and the average recoveries of the analytes at two spiked levels for real-sample analysis ranged from 69.8 to 106.2% with RSDs less than 7.3%. Furthermore, the graphene-based cartridges exhibited superior reusability for juice sample analysis. The proposed method is sensitive, simple, and cost saving, and provides a detection platform for the monitoring of pesticide residues.",Journal of separation science,"['D001628', 'D005638', 'D008401', 'D006108', 'D027845', 'D009943', 'D010573', 'D052616']","['Beverages', 'Fruit', 'Gas Chromatography-Mass Spectrometry', 'Graphite', 'Malus', 'Organophosphorus Compounds', 'Pesticide Residues', 'Solid Phase Extraction']",Application of graphene for the SPE clean-up of organophosphorus pesticides residues from apple juices.,"['Q000032', 'Q000737', None, 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000295']","['analysis', 'chemistry', None, 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'instrumentation']",https://www.ncbi.nlm.nih.gov/pubmed/24307600,2014,0,0,spiked apple juice,apple,0.08888888888888889,"['organophosphorus pesticide', 'pesticide', 'SPE', 'RSDs']",1,4
24274539,"Interactions between seven hairy regions of pectins, rhamnogalacturonans II and arabinogalactan-proteins and procyanidins with different average degrees of polymerization, low (DP9) and high (DP30), were investigated by isothermal titration calorimetry and absorption analysis to study the impact of neutral sugar side chains of pectins on these associations. Associations between pectic fractions and procyanidins involved hydrophobic interactions and hydrogen bonds. No difference in association constants between various hairy regions and procyanidins DP9 was found. Nevertheless, arabinan chains showed lower association constants, and hairy regions of pectins with only monomeric side chains showed higher association with procyanidin DP30. Only very low affinities were obtained with rhamnogalacturonans II and arabinogalactan-proteins. Aggregation could be observed only with the procyanidins of DP30 and the protein-rich arabinogalactan-protein. Associations were obtained at both degrees of polymerization of the procyanidins, but differed depending on neutral sugar composition and the structure of pectic fractions. ",Carbohydrate polymers,"['D002151', 'D005638', 'D006863', 'D057927', 'D007700', 'D027845', 'D009088', 'D010368', 'D010940', 'D058105', 'D044945', 'D011485', 'D013053', 'D013816']","['Calorimetry', 'Fruit', 'Hydrogen-Ion Concentration', 'Hydrophobic and Hydrophilic Interactions', 'Kinetics', 'Malus', 'Mucoproteins', 'Pectins', 'Plant Proteins', 'Polymerization', 'Proanthocyanidins', 'Protein Binding', 'Spectrophotometry', 'Thermodynamics']",Neutral sugar side chains of pectins limit interactions with procyanidins.,"[None, 'Q000737', None, None, None, 'Q000737', 'Q000737', 'Q000737', 'Q000737', None, 'Q000737', None, None, None]","[None, 'chemistry', None, None, None, 'chemistry', 'chemistry', 'chemistry', 'chemistry', None, 'chemistry', None, None, None]",https://www.ncbi.nlm.nih.gov/pubmed/24274539,2014,0,0,procyanidin-pectic reactions,apple,0.2037037037037037,"['procyanidin', 'hydrogen', 'pectins', 'arabinogalactan-proteins', 'procyanidins']",1,11
24267070,"A simple and highly sensitive analytical methodology for isolation and determination of patulin in apple-juice samples, based on enzyme-assisted extraction (EAE) and ionic liquid-based dispersive liquid-liquid microextraction (IL-DLLME) was developed and optimized. Enzymes play essential roles in eliminating interference and increasing the extraction efficiency of patulin. Apple-juice samples were treated with pectinase and amylase. A mixture of 80 μL ionic liquid and 600 μL methanol (disperser solvent) was used for the IL-DLLME process. The sedimented phase was analyzed by high-performance liquid chromatography (HPLC). Experimental parameters controlling the performance of DLLME, were optimized using response surface methodology (RSM) based on central composite design (CCD). Under optimum conditions, the calibration curves showed high levels of linearity (R(2)>0.99) for patulin in the range of 1-200 ng g(-1). The relative standard deviation (RSD) for the seven analyses was 7.5%. The limits of detection (LOD) and limits of quantification (LOQ) were 0.15 ng g(-1) and 0.5 ng g(-1), respectively. The merit figures, compared with other methods, showed that new proposed method is an accurate, precise and reliable sample-pretreatment method that substantially reduces sample matrix interference and gives very good enrichment factors and detection limits for investigation trace amount of patulin in apple-juice samples.",Analytica chimica acta,"['D001628', 'D002851', 'D059627', 'D027845', 'D010365']","['Beverages', 'Chromatography, High Pressure Liquid', 'Liquid Phase Microextraction', 'Malus', 'Patulin']",Enzyme-assisted extraction and ionic liquid-based dispersive liquid-liquid microextraction followed by high-performance liquid chromatography for determination of patulin in apple juice and method optimization using central composite design.,"['Q000032', 'Q000379', None, 'Q000737', 'Q000032']","['analysis', 'methods', None, 'chemistry', 'analysis']",https://www.ncbi.nlm.nih.gov/pubmed/24267070,2014,0,0,PAT detection,apple,0.11940298507462686,"['DLLME', 'methanol', 'IL-DLLME', 'patulin']",1,8
24262519,"In recent years, with the growing complexity of global food supply chains and trade, food fraud, including adulteration of high value foods with cheaper substitutes, has become an increasingly important issue. A metabolomics approach can be applied to discover biomarkers that can be used to trace food adulteration. A study was undertaken to discover novel, potential biomarkers for the rapid detection of the adulteration of fruit juices with cheaper alternatives. Pineapple, orange, grapefruit, apple, clementine, and pomelo were investigated. Untargeted metabolite fingerprinting was performed by UPLC-QToF MS with multivariate data analysis. Twenty-one differential metabolites were selected, contributing to the separation between pineapple, orange and grapefruit juices, and their admixtures down to 1% adulteration level. A targeted metabolomics method was then optimised and adulteration could be detected at 1%. The results demonstrate that metabolomics has potential as a screening tool for the rapid detection of food adulteration. ",Food chemistry,"['D031230', 'D001628', 'D002851', 'D032083', 'D032084', 'D005506', 'D005638', 'D027845', 'D013058', 'D055432']","['Ananas', 'Beverages', 'Chromatography, High Pressure Liquid', 'Citrus paradisi', 'Citrus sinensis', 'Food Contamination', 'Fruit', 'Malus', 'Mass Spectrometry', 'Metabolomics']",Assessment of fruit juice authenticity using UPLC-QToF MS: a metabolomics approach.,"['Q000737', 'Q000032', 'Q000379', 'Q000737', 'Q000737', 'Q000032', 'Q000737', 'Q000737', 'Q000379', 'Q000379']","['chemistry', 'analysis', 'methods', 'chemistry', 'chemistry', 'analysis', 'chemistry', 'chemistry', 'methods', 'methods']",https://www.ncbi.nlm.nih.gov/pubmed/24262519,2014,0,1,metabolic profile,apple,0.07692307692307693,"['clementine', 'UPLC-QToF', 'grapefruit']",1,4
24246090,"In this study, firstly, antioxidant and polyphenol oxidase (PPO) properties of Yomra apple were investigated. Seventeen phenolic constituents were measured by reverse phase-high-performance liquid chromatography (RP-HPLC). Total phenolic compounds (TPCs), ferric reducing antioxidant power (FRAP) and 2, 2-diphenyl-1-picrylhydrazyl radical (DPPH) scavenging activities were performed to measure antioxidant capacity. Some kinetic parameters (Km, Vmax), and inhibition behaviors against five different substrates were measured in the crude extract. Catechin and chlorogenic acid were found as the major components in the methanolic extract, while ferulic acid, caffeic acid, p-hydroxybenzoic acid, quercetin and p-coumaric acid were small quantities. Km values ranged from 0.70 to 10.10 mM in the substrates, and also 3-(4-hydroxyphenyl) propanoic acid (HPPA) and L-DOPA showed the highest affinity. The inhibition constant of Ki were ranged from 0.05 to 14.90 mM against sodium metabisulphite, ascorbic acid, sodium azide and benzoic acid, while ascorbic acid and sodium metabisulphite were the best inhibitors.",Journal of enzyme inhibition and medicinal chemistry,"['D000975', 'D001205', 'D001713', 'D002109', 'D002392', 'D004156', 'D002726', 'D003373', 'D004791', 'D005638', 'D007700', 'D007980', 'D027845', 'D010084', 'D010226', 'D010666', 'D010851', 'D010936', 'D010940', 'D059808', 'D011422', 'D011794', 'D013447']","['Antioxidants', 'Ascorbic Acid', 'Biphenyl Compounds', 'Caffeic Acids', 'Catechin', 'Catechol Oxidase', 'Chlorogenic Acid', 'Coumaric Acids', 'Enzyme Inhibitors', 'Fruit', 'Kinetics', 'Levodopa', 'Malus', 'Oxidation-Reduction', 'Parabens', 'Phenylpropionates', 'Picrates', 'Plant Extracts', 'Plant Proteins', 'Polyphenols', 'Propionates', 'Quercetin', 'Sulfites']",Polyphenol oxidase activity and antioxidant properties of Yomra apple (Malus communis L.) from Turkey.,"['Q000737', 'Q000737', 'Q000037', 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737', 'Q000737', None, 'Q000737', 'Q000737', None, 'Q000737', 'Q000737', 'Q000037', 'Q000737', 'Q000737', 'Q000737', None, 'Q000737', 'Q000737']","['chemistry', 'chemistry', 'antagonists & inhibitors', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', None, 'chemistry', 'chemistry', None, 'chemistry', 'chemistry', 'antagonists & inhibitors', 'chemistry', 'chemistry', 'chemistry', None, 'chemistry', 'chemistry']",https://www.ncbi.nlm.nih.gov/pubmed/24246090,2015,0,0,Yomra apple,apple,0.37735849056603776,"['chlorogenic acid', 'sodium azide', 'polyphenol', 'caffeic acid', 'benzoic acid', 'p-coumaric acid', 'L-DOPA', 'PPO', 'p-hydroxybenzoic acid', 'ferric', 'HPPA', '3-(4-hydroxyphenyl) propanoic acid', 'sodium metabisulphite', 'Catechin', 'quercetin', 'ferulic acid', 'ascorbic acid', 'methanolic extract']",1,20
24227789,"Off-gel™ IEF has become a popular tool in proteomics research to fractionate peptides or proteins. We conducted a detailed investigation on the fruit proteomics of apple, banana, and strawberry fruit employing Off-gel™ electrophoresis (OGE) as a crucial step to improve the proteome coverage and quantitative proteomic workflows including multiple-reaction monitoring (MRM). We provide technical details concerning the application of Off-gel™IEF, nano-LC-MS detection, and MRM optimization and analysis. Our results demonstrated that the application of OGE is an effective method for peptide fractionation and increased significantly the number of proteins identified by at least ten times, with more total peptides detected and collected. Furthermore, we developed a protocol combining OGE and MRM studies to identify and quantitatively investigate monodehydroascorbate reductase, a key enzyme in the redox and antioxidant system of apple fruit during fruit ripening. Using this method, the quantitative changes in this protein during ripening and in response to ethylene treatment was investigated. Our results provide direct and comprehensive evidence demonstrating the benefits of OGE and its application for both shotgun and quantitative proteomics research. ",Journal of separation science,"['D004586', 'D031985', 'D005638', 'D027845', 'D013058', 'D028521', 'D010455', 'D010940', 'D040901']","['Electrophoresis', 'Fragaria', 'Fruit', 'Malus', 'Mass Spectrometry', 'Musa', 'Peptides', 'Plant Proteins', 'Proteomics']",Peptide prefractionation is essential for proteomic approaches employing multiple-reaction monitoring of fruit proteomic research.,"['Q000295', 'Q000737', 'Q000737', 'Q000737', None, 'Q000737', 'Q000737', 'Q000737', 'Q000295']","['instrumentation', 'chemistry', 'chemistry', 'chemistry', None, 'chemistry', 'chemistry', 'chemistry', 'instrumentation']",https://www.ncbi.nlm.nih.gov/pubmed/24227789,2014,0,1,proeomics of apple,apple,0.015151515151515152,['ethylene'],1,1
